Hotel_Address,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Positive_Review,Reviewer_Score,Tags,Positive_Review_Label,Negative_Review_Label
81 York Street 4810 Bunnythorpe New Zealand,2025-03-26,6.1,Ashhurst Deer N Duck Inn,New Zealand,there was no staff to let me in as the pub downstairs was closed just keys hidden the hallways needed to be vacuumed it would be great to have a chair in the room to sit in as the only place to sit in my room was on the bed the extractor fan in the bathroom didnt work the last persons facecloth want removed from the shower,it was close to the walking tracks at manawatu gorge,3,"['Business trip', 'Solo traveler', 'Double Room with Private Bathroom', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
81 York Street 4810 Bunnythorpe New Zealand,2025-03-24,6.1,Ashhurst Deer N Duck Inn,New Zealand,restaurant available for meals,hearing the trains during the night,4,"['Leisure trip', 'Couple', 'Double Room with Private Bathroom', 'Stayed 1 night']",0,0
81 York Street 4810 Bunnythorpe New Zealand,2025-02-17,6.1,Ashhurst Deer N Duck Inn,New Zealand,no fan or aircon which for the price of the room was not ok it was roasting hot all weekend,very local and handy for my weekend  really appreciated being able to have my show dog in the vehicle overnight,8,"['Solo traveler', 'Double Room with Private Bathroom', 'Stayed 2 nights', 'Submitted from a mobile device']",0,0
81 York Street 4810 Bunnythorpe New Zealand,2025-01-19,6.1,Ashhurst Deer N Duck Inn,New Zealand,no amenities no fridge no jug for a coffee bathroom was crazy  you had to step over the toilet to get into the shower room had a bed and no chair as there were no facilities ie microwave i went to go downstairs to the pub at 7pm on a saturday and it was closed overall very disappointing,the location was good,4,"['Business trip', 'Solo traveler', 'Double Room with Private Bathroom', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
LIG49 Taj Nagari 1 Shilpgram Road 282001 Tjganj India,2025-02-11,9.6,Walkinn Homestay Near TAJ MAHAL,India,hot water sometime not coming,all good  just hot water need it to improve,10,"['Solo traveler', 'Deluxe Double Room', 'Stayed 2 nights', 'Submitted from a mobile device']",0,0
44 Amiryan Street 0010 Yerevan Armenia,2024-09-08,9.6,4Elements Apartments One BR Apartments Republic Square Netflix Private Parking Self Check In,Armenia,it would have been easier to find the apartment if there had been a sign,the inside looked really nice and was comfy finding the place was a bit tricky but it was really handy to have a good supermarket close by overall it was a good experience,9,"['Business trip', 'Solo traveler', 'Apartment with View', 'Stayed 1 night']",0,0
44 Amiryan Street 0010 Yerevan Armenia,2025-03-24,9.6,4Elements Apartments One BR Apartments Republic Square Netflix Private Parking Self Check In,Ireland,only cash payments are accepted the bedroom doesnt have a window and the noise from the air conditioners outside is constant to have some quiet you have to keep the window closed,great central safe location and easy selfcheckin the apartment had everything i needed and was clean,8,"['Business trip', 'Solo traveler', 'Apartment with View', 'Stayed 11 nights', 'Submitted from a mobile device']",0,0
13957 S Virginia Street Reno 89511 United States,2025-04-13,9.2,Hyatt Place South Reno,United States,the breakfast was not the greatest the door to our bathroom creaked loudly,the location was perfect the rooms were clean and comfortable the shower was great,9,"['Leisure trip', 'Family with young children', 'King Room with Sofa Bed', 'Stayed 2 nights', 'Submitted from a mobile device']",0,0
13957 S Virginia Street Reno 89511 United States,2025-04-07,9.2,Hyatt Place South Reno,United States,nothing,the location it was in a shopping plaza that had plenty of food and a movie theater,10,"['Leisure trip', 'Couple', 'King Suite with Sofa Bed and Roll-In Shower - Disability Access', 'Stayed 2 nights', 'Submitted from a mobile device']",1,0
13957 S Virginia Street Reno 89511 United States,2025-03-25,9.2,Hyatt Place South Reno,United States,hot tub jets did not work when we asked them to turn them on they said there were no jets but the jets were visible in the tub and did not work bathroom outlet kept tripping and had to call to get it reset multiple times,clean room comfortable bed nice facilities good parking close to restaurants shopping theater,9,"['Business trip', 'Group', 'King Room with Sofa Bed', 'Stayed 4 nights']",0,0
13957 S Virginia Street Reno 89511 United States,2025-03-17,9.2,Hyatt Place South Reno,United States,nothing,fresh and clean,10,"['Leisure trip', 'Couple', 'King Room with Sofa Bed', 'Stayed 3 nights', 'Submitted from a mobile device']",0,0
13957 S Virginia Street Reno 89511 United States,2025-03-10,9.2,Hyatt Place South Reno,United States,the elevator to get to the 2nd floor took forever to get there the only way to get the 2nd floor elevator to work was to push the up button to get the elevator to work and then push the down button once you were inside the elevator to get it to take you down to the first floor the heater was way too high in the hallways,the room was very clean parking was free and close to the hotel and the breakfast buffet had a nice selection of breakfast items to choose from,9,"['Leisure trip', 'Family with young children', 'Queen Room with Two Queen Beds and Sofa Bed', 'Stayed 2 nights']",0,1
13957 S Virginia Street Reno 89511 United States,2025-03-09,9.2,Hyatt Place South Reno,United States,nothing,we secured the stay for family they said they were very happy,10,"['Leisure trip', 'Couple', 'Queen Room with Two Queen Beds and Sofa Bed', 'Stayed 3 nights', 'Submitted from a mobile device']",0,0
13957 S Virginia Street Reno 89511 United States,2025-02-23,9.2,Hyatt Place South Reno,United States,would have had 10 out of 10 however i gave 8 out of 10 because our room did not have any hand soap or other bathroom essentials usually found in a hotel room shampoo and body wash were in the shower on the wall glasses given out at breakfast were dirty in the way that they came out of the dishwasher with bits of things stuck to them so in a sense cleaned but gritty to the touch also the hallways were blazing hot with heat while the rooms wouldnt cool off below 66 and the air isnt constant it shuts off and turns back on while sleeping and wakes you up,loved how clean and bright the property was brand new so that helps hope it stays that way,8,"['Leisure trip', 'Family with young children', 'King Room with Sofa Bed', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
13957 S Virginia Street Reno 89511 United States,2024-12-08,9.2,Hyatt Place South Reno,United States,no valet parking ,very clean nice fire pit sitting area convenient location,10,"['Leisure trip', 'Solo traveler', 'King Room with Sofa Bed', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
13957 S Virginia Street Reno 89511 United States,2024-11-18,9.2,Hyatt Place South Reno,United States,blinking lights in room kept me up long hallways,nice place new over all good experience,9,"['Leisure trip', 'Solo traveler', 'King Room with Sofa Bed', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
13957 S Virginia Street Reno 89511 United States,2025-04-15,9.2,Hyatt Place South Reno,Australia,booked room with a view got the shopping centre car park room with sofa bed booked but not made up heatingcooling extremely noisy very limited teacoffee making facilities passable breakfast,convenient location away from city centre,6,"['Leisure trip', 'Family with young children', 'Queen Room with Two Queen Beds and Sofa Bed - View', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
13957 S Virginia Street Reno 89511 United States,2025-02-02,9.2,Hyatt Place South Reno,United States,the room was dirty thankfully we just needed to sleep on a bed but the bathroom was dirty and looked like it hadnt been cleaned since the last stay,the location,3,"['Leisure trip', 'Couple', 'King Room with Sofa Bed and View', 'Stayed 1 night', 'Submitted from a mobile device']",1,0
66 St Marys Rd Cowes PO31 7ST United Kingdom,2025-04-14,9.7,NEW Captains Cottage Cowes  Spacious nauticalthemed 1bed,United Kingdom,the stairs are quite steep and narrow  my only observation,the space the quality of fixtures and fittings the level of comfort the cleanliness and the location in the centre of cowes,10,"['Leisure trip', 'Couple', 'One-Bedroom House', 'Stayed 3 nights', 'Submitted from a mobile device']",0,0
66 St Marys Rd Cowes PO31 7ST United Kingdom,2024-10-21,9.7,NEW Captains Cottage Cowes  Spacious nauticalthemed 1bed,United Kingdom,nothing,modern style very clean and all things available that you need,10,"['Business trip', 'Couple', 'One-Bedroom House', 'Stayed 3 nights', 'Submitted from a mobile device']",0,0
66 St Marys Rd Cowes PO31 7ST United Kingdom,2024-10-08,9.7,NEW Captains Cottage Cowes  Spacious nauticalthemed 1bed,United Kingdom,nothing,a great property with everything really well though out even got a washing line and pegs would defo stay again,10,"['Business trip', 'Solo traveler', 'One-Bedroom House', 'Stayed 3 nights']",0,0
Steinenvorstadt 33 Vorstdte 4051 Basel Switzerland,2025-02-08,7.7,Premium City Stay  Modern  Central,Switzerland,bed was not comfortable,location host reachability spacious,9,"['Business trip', 'Solo traveler', 'One-Bedroom Apartment', 'Stayed 2 nights', 'Submitted from a mobile device']",0,0
Steinenvorstadt 33 Vorstdte 4051 Basel Switzerland,2025-01-30,7.7,Premium City Stay  Modern  Central,Turkey,little bit nouisy but it is ok for me,location was perfectflat was oki felt i stayed my friend roomnext time ill stayed here again,8,"['Leisure trip', 'Couple', 'One-Bedroom Apartment', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
Steinenvorstadt 33 Vorstdte 4051 Basel Switzerland,2025-01-02,7.7,Premium City Stay  Modern  Central,Spain,basel was a disappointment,the apartment was great,9,"['Leisure trip', 'Couple', 'One-Bedroom Apartment', 'Stayed 3 nights', 'Submitted from a mobile device']",0,0
4 Chagupe Place 6 Atrium 4399 Ballito South Africa,2025-01-11,6.6,Modern 2 Bedroom Apartment in Shakas Rock,Botswana,the quality of the accommodation does not match the stated price not enough kitchenware one fan for 3 rooms the apartment has a strong smell of cat urine which is very irritating and creates problems for allergy sufferers i would not recommend this apartment for living,the location is very good the nature is very beautiful,4,"['Travelers with friends', 'Two-Bedroom Apartment', 'Stayed 11 nights', 'Submitted from a mobile device']",0,0
4 Chagupe Place 6 Atrium 4399 Ballito South Africa,2024-11-27,6.6,Modern 2 Bedroom Apartment in Shakas Rock,South Africa,list too long to mention plug leaked on kitchen sink which explained the greasy dishes no soap or handy andy spongescourer or dish cloth provided after buying these including a basin to insert into the sink we cleaned the dishes including some glass dishes which were in an awful state the oven desperately needs cleaning so we did not use it kitchen chairs are white but dirty towels were not clean neither was the linen the mattress protector in the small bedroom was marked  definitely not clean the shower mat was not clean there is no broom or vacuum cockroaches galore we ended up fumigating  spending the day out to allow the fogger to work so overall we would never return nor recommend this unit,the basic offering,4,"['Leisure trip', 'Travelers with friends', 'Two-Bedroom Apartment', 'Stayed 6 nights', 'Submitted from a mobile device']",0,0
4 Chagupe Place 6 Atrium 4399 Ballito South Africa,2024-10-03,6.6,Modern 2 Bedroom Apartment in Shakas Rock,South Africa,there was nothing to dislike,location was beautiful  the view was breath taking,10,"['Business trip', 'Solo traveler', 'Two-Bedroom Apartment', 'Stayed 2 nights', 'Submitted from a mobile device']",0,0
4 Chagupe Place 6 Atrium 4399 Ballito South Africa,2024-09-14,6.6,Modern 2 Bedroom Apartment in Shakas Rock,South Africa,the ants,no breakfast served,9,"['Business trip', 'Solo traveler', 'Two-Bedroom Apartment', 'Stayed 2 nights', 'Submitted from a mobile device']",0,0
268 Newport Road Cardiff CF24 1RS United Kingdom,2024-09-08,6.6,Cosy Cardiff Apartments  Garden Lounge,United Kingdom,wifi did not work in room struggled to park due to cleaner being on drive way blinds in flat 1 need to be looked at as some werent moving properly so people could still see in,lovely room definitely a good place for more than one night with the equipment available to you in the room games room and garden area are a great asset to this location,7,"['Business trip', 'Solo traveler', 'Standard Studio', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
268 Newport Road Cardiff CF24 1RS United Kingdom,2025-03-17,6.6,Cosy Cardiff Apartments  Garden Lounge,United Kingdom,the rubbish outside property dirty oven and pillow case creased bedding unable to get to sleep on the first evening due to other tenets constantly in and out of main door which was closest to our apartment between the hours of 10pm 4 am next morning and also speaking very loudly outside apartment during this time unfortunately not following apartment policies,good communication from owners tidy compact apartment warm water clean bathroom,4,"['Leisure trip', 'Couple', 'Standard Studio', 'Stayed 2 nights', 'Submitted from a mobile device']",0,0
268 Newport Road Cardiff CF24 1RS United Kingdom,2025-02-25,6.6,Cosy Cardiff Apartments  Garden Lounge,United Kingdom,on arrival it looked unpleasant rubbish all outside in driveway and around the front door smells of cigarettes,a bed in a kitchen,5,"['Leisure trip', 'Couple', 'Studio', 'Stayed 2 nights', 'Submitted from a mobile device']",0,0
268 Newport Road Cardiff CF24 1RS United Kingdom,2025-01-02,6.6,Cosy Cardiff Apartments  Garden Lounge,United Kingdom,the area is abit loud during the nights,the bed was rlly comfortable,10,"['Leisure trip', 'Couple', 'Standard Studio', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
268 Newport Road Cardiff CF24 1RS United Kingdom,2024-12-12,6.6,Cosy Cardiff Apartments  Garden Lounge,United Kingdom,checkout is too early,everything,10,"['Leisure trip', 'Couple', 'Standard Studio', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
268 Newport Road Cardiff CF24 1RS United Kingdom,2024-12-11,6.6,Cosy Cardiff Apartments  Garden Lounge,United Kingdom,na,very very clean and comfortable,10,"['Leisure trip', 'Couple', 'Standard Studio', 'Stayed 2 nights', 'Submitted from a mobile device']",0,
268 Newport Road Cardiff CF24 1RS United Kingdom,2024-11-22,6.6,Cosy Cardiff Apartments  Garden Lounge,United Kingdom,filthy day damage the property rubbish everywhere,leaving,1,"['Leisure trip', 'Couple', 'One-Bedroom Apartment', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
268 Newport Road Cardiff CF24 1RS United Kingdom,2024-10-12,6.6,Cosy Cardiff Apartments  Garden Lounge,United Kingdom,there was nothing i disliked except the fact there was hardly any towels however the owner made sure that wasnt a problem,everything about this property was up to the expectation also the owner was very helpful great communication and there wasnt a single problem where he didnt have a solution,9,"['Leisure trip', 'Travelers with friends', 'Standard Studio', 'Stayed 2 nights', 'Submitted from a mobile device']",0,0
268 Newport Road Cardiff CF24 1RS United Kingdom,2024-09-09,6.6,Cosy Cardiff Apartments  Garden Lounge,United Kingdom,not the specified number of car parking spaces walls were very thin you could hear everything including others taking showers other people shutting doors meant our door would swing open,the room was clean and bright,3,"['Leisure trip', 'Travelers with friends', 'Standard Studio', 'Stayed 1 night', 'Submitted from a mobile device']",1,0
268 Newport Road Cardiff CF24 1RS United Kingdom,2024-09-08,6.6,Cosy Cardiff Apartments  Garden Lounge,United Kingdom,beds werent made up on arrival had to wait for the room to be done even though we arrived after check in time didnt have breakfast we only had one towel also,room size was fine and area,3,"['Business trip', 'Solo traveler', 'Studio', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
Copthill farm Stamford PE9 4TD United Kingdom,2024-11-02,9.0,The Old Nursery,United Kingdom,nothing,beautiful setting and some lovely extra touches like snacks and breakfast,10,"['Business trip', 'Solo traveler', 'One-Bedroom Apartment', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
Copthill farm Stamford PE9 4TD United Kingdom,2024-10-28,9.0,The Old Nursery,United Kingdom,just an observation for others the cabin is closer to the main house than i had originally thought but it wouldnt put me off staying again,lovely little find  comfy cabin close enough to stamford jonny was friendly and welcoming caf next door if needed breakfast,8,"['Leisure trip', 'Couple', 'One-Bedroom Apartment', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
Copthill farm Stamford PE9 4TD United Kingdom,2024-10-17,9.0,The Old Nursery,United Kingdom,the bathroom was very cold and there were quite a lot of country spiders which probably could have been cleaned away,we didnt have brealfast there is a kitchen so its self catering the bed was very comfortable the sitting room was cosy and there is a tv with netflix and prime if youre staying in on a old evening,7,"['Business trip', 'Solo traveler', 'One-Bedroom Apartment', 'Stayed 1 night']",0,0
JGCFW88 Preah Sihanouk Sihanoukville Cambodia,2025-02-24,7.6,RoSi Guesthouse  coffee,United Kingdom,all good,staff very nice and helpful the rooms are big and very clean also great location and they can organise any tickets you may need,8,"['Leisure trip', 'Solo traveler', 'Double Room', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
JGCFW88 Preah Sihanouk Sihanoukville Cambodia,2024-12-03,7.6,RoSi Guesthouse  coffee,Slovenia,ive missed a fridge in the room poor english skills of the staff,comfortable bed very clean room except water heater there was still remains of an old tea bag,8,"['Leisure trip', 'Couple', 'Double Room', 'Stayed 2 nights']",0,0
JGCFW88 Preah Sihanouk Sihanoukville Cambodia,2024-12-27,7.6,RoSi Guesthouse  coffee,Australia,bed was a little hard,large and very clean room,10,"['Leisure trip', 'Solo traveler', 'Double Room', 'Stayed 1 night', 'Submitted from a mobile device']",0,1
JGCFW88 Preah Sihanouk Sihanoukville Cambodia,2024-09-21,7.6,RoSi Guesthouse  coffee,South Africa,they need to add some decor to make it look more homy no hot water ants in bed,room was clean amenities like water comb toothpaste toothbrush,5,"['Leisure trip', 'Solo traveler', 'Double Room', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
9 Rue de lglise 39110 Aiglepierre France,2024-09-28,9.1,La tourelle dAiglepierre,United Kingdom,nothing,location was wonderful apartment in huge historic country house chateau owner was charming despite no english large living roomkitchen large double bedroom bathroomshower room small second bedroom with narrow single bed large grounds,9,"['Business trip', 'Solo traveler', 'One-Bedroom Apartment', 'Stayed 3 nights', 'Submitted from a mobile device']",0,0
9 Rue de lglise 39110 Aiglepierre France,2024-09-23,9.1,La tourelle dAiglepierre,France,the hosts might consider putting the address somewhere on the building so that people can find it guests should be aware that the second bedroom is behind the first bedroom so that anyone in the second bedroom has to walk through the first bedroom to reach the bathroom,great location for touring the jura region in charming old building adequate and secure parking host very response to requests,8,"['Business trip', 'Solo traveler', 'One-Bedroom Apartment', 'Stayed 3 nights']",0,0
North Business 35 1565 New Braunfels 78130 United States,2025-01-03,7.3,PetFriendly 1BR Apt  Pool Near All Attractions,United States,bathroom was filthy contacted the property manager and the cleaner wasnt available until 2 days from the complaint,the location was good,5,"['Leisure trip', 'Solo traveler', 'Apartment', 'Stayed 8 nights', 'Submitted from a mobile device']",0,0
North Business 35 1565 New Braunfels 78130 United States,2024-12-23,7.3,PetFriendly 1BR Apt  Pool Near All Attractions,United States,the window in the bedroom always had a light shine into it it could probably have been fixed with a blanket over it to block the light though,we liked how close it was to everything in new braunfels and the ease of checkin the hosts were super friendly and quick to answer any questions we had,8,"['Leisure trip', 'Couple', 'Apartment', 'Stayed 2 nights', 'Submitted from a mobile device']",0,0
North Business 35 1565 New Braunfels 78130 United States,2024-11-23,7.3,PetFriendly 1BR Apt  Pool Near All Attractions,United States,the stairs leading up to the second floor condo they were kind of treacherous i doubt they ever passed inspection some steps are taller than others sounds like a minor thing but affects you when youre using them and hauling luggage up the few roaches we encountered in the condo ewww,inexpensive stay in nice surroundings and easy to access loved that our dogs could come with us and thus we were able to visit the puppy park with them in nb,6,"['Business trip', 'Solo traveler', 'Apartment', 'Stayed 2 nights']",0,0
North Business 35 1565 New Braunfels 78130 United States,2024-11-02,7.3,PetFriendly 1BR Apt  Pool Near All Attractions,United States,the bed pillows were flat,the apartment was spacious and had everything i needed,10,"['Solo traveler', 'Apartment', 'Stayed 4 nights', 'Submitted from a mobile device']",0,1
925 Common Street Downtown New Orleans New Orleans LA 70112 United States,2025-04-14,8.1,Amazing Condos Beautiful View 2 Blocks To French Quarter Small Rooftop Pool Gym Seanger Theater Super Dome And Bourbon St,United States,they brought 2 cots to the room 1was very good the other you couldnt sleep or lay on it the springs in the mattress were really bad you should throw it away,locationand clean,7,"['Leisure trip', 'Travelers with friends', 'Deluxe Junior Suite', 'Stayed 5 nights', 'Submitted from a mobile device']",0,0
925 Common Street Downtown New Orleans New Orleans LA 70112 United States,2025-02-25,8.1,Amazing Condos Beautiful View 2 Blocks To French Quarter Small Rooftop Pool Gym Seanger Theater Super Dome And Bourbon St,United States,very large amount of street noise even up on the 8th floor more than anywhere else ive stayed make sure you bring earplugs or avoid if a light sleeper wifi was spotty so i wouldnt rely on it for work or other important purposes,comfortable very large room good amenities great location both for sightseeing and proximity to cvs and food options nice bed,8,"['Leisure trip', 'Couple', 'One-Bedroom Apartment - Non-Smoking', 'Stayed 4 nights']",0,0
925 Common Street Downtown New Orleans New Orleans LA 70112 United States,2025-02-20,8.1,Amazing Condos Beautiful View 2 Blocks To French Quarter Small Rooftop Pool Gym Seanger Theater Super Dome And Bourbon St,United States,the lobby smelled of urine,great location,8,"['Leisure trip', 'Couple', 'Suite with City View', 'Stayed 2 nights', 'Submitted from a mobile device']",0,1
925 Common Street Downtown New Orleans New Orleans LA 70112 United States,2025-02-09,8.1,Amazing Condos Beautiful View 2 Blocks To French Quarter Small Rooftop Pool Gym Seanger Theater Super Dome And Bourbon St,United States,see above,the location is excellent just where one would want to be very close to everything one thing about condo is that no wastebaskets in bathrooms no lightbulb in bedside table lamp in second bedroom need tv remote for each room only 2 in condo for 3 tvs refrigerator needs to be leveled  balanced it rocks when opening door needs facial tissues in bathrooms towel bars closer to shower  safety grab bars within showers otherwise a great place to stay while in new orleans will definitely stay here again if visiting new orleans again thank you,9,"['Leisure trip', 'Couple', 'Two-Bedroom Apartment with View', 'Stayed 3 nights']",0,0
925 Common Street Downtown New Orleans New Orleans LA 70112 United States,2025-02-08,8.1,Amazing Condos Beautiful View 2 Blocks To French Quarter Small Rooftop Pool Gym Seanger Theater Super Dome And Bourbon St,United States,parking lot was pricey and didnt have much signage,location was amazing,8,"['Leisure trip', 'Couple', 'Penthouse Apartment', 'Stayed 3 nights', 'Submitted from a mobile device']",0,0
925 Common Street Downtown New Orleans New Orleans LA 70112 United States,2025-03-26,8.1,Amazing Condos Beautiful View 2 Blocks To French Quarter Small Rooftop Pool Gym Seanger Theater Super Dome And Bourbon St,United States,it looked dirty and the mattress topper in the closet was creepy the curtains have stains on them and it grossed me out to touch them the shower fixtures are rusty which is grosslooking the fact that there was no explanation on locking the door was a big deal you need to click the center of the keypad to lock it on your way out this needed to be disclosed also on 2 occasions we had a maintenance guy show up with a plunger to the door and jiggle the door to get in on another occasion we had a woman enter the code in walk in then walk out afterwards a man did the same like he opened the door to the room looked in said sorry and left that is so weird and inappropriate the rooms smelled so much like cigarettes my team felt nausea the downstairs doors and elevator always looked dirty and smeared,i liked the location easy to get around from this area,4,"['Business trip', 'Group', 'One-Bedroom Apartment with View', 'Stayed 3 nights']",0,0
925 Common Street Downtown New Orleans New Orleans LA 70112 United States,2025-03-09,8.1,Amazing Condos Beautiful View 2 Blocks To French Quarter Small Rooftop Pool Gym Seanger Theater Super Dome And Bourbon St,United States,i hated having to pay such high parking,everything was amazing,10,"['Leisure trip', 'Group', 'Classic One-Bedroom Apartment with King Bed', 'Stayed 5 nights', 'Submitted from a mobile device']",0,0
925 Common Street Downtown New Orleans New Orleans LA 70112 United States,2025-02-15,8.1,Amazing Condos Beautiful View 2 Blocks To French Quarter Small Rooftop Pool Gym Seanger Theater Super Dome And Bourbon St,United States,the outside noise due to super bowl was the only issue,i loved the apartment very spacious and had all items needed to have diner there like dishes and cups the bed was comfortable and very large apartment was very clean,10,"['Leisure trip', 'Couple', 'Deluxe One-Bedroom Apartment with City View', 'Stayed 3 nights', 'Submitted from a mobile device']",0,1
925 Common Street Downtown New Orleans New Orleans LA 70112 United States,2024-12-26,8.1,Amazing Condos Beautiful View 2 Blocks To French Quarter Small Rooftop Pool Gym Seanger Theater Super Dome And Bourbon St,United States,a lot of stuff was not working write the bathroom toilet when you flash it its hot water on ya ass  sofa bed was broke so they gave cots to take the place of it and the pool is very very small they have to many rules for the price they charge and its not worth the money you spend overall it was ok and they have no parking,its small good when you walk in,5,"['Leisure trip', 'Family with young children', 'Two-Room Apartment', 'Stayed 3 nights', 'Submitted from a mobile device']",0,0
925 Common Street Downtown New Orleans New Orleans LA 70112 United States,2024-12-02,8.1,Amazing Condos Beautiful View 2 Blocks To French Quarter Small Rooftop Pool Gym Seanger Theater Super Dome And Bourbon St,United States,nothing the place was great,well clean and nice view,10,"['Travelers with friends', 'One-Bedroom Premium Apartment', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
suryavansham homestay near sai data kuti korkhana deokali link marg nh27  ayodhya 224001 Ayodhya India,2025-02-10,7.4,Suryavansham Guest House,India,geyser and flush,excellent,8,"['Leisure trip', 'Solo traveler', 'Bunk Bed in Mixed Dormitory Room', 'Stayed 1 night']",0,0
suryavansham homestay near sai data kuti korkhana deokali link marg nh27  ayodhya 224001 Ayodhya India,2024-12-09,7.4,Suryavansham Guest House,India,location is a disadvantage  away from city ,the cleanliness and welcome gesture of the staff there ,8,"['Leisure trip', 'Solo traveler', 'Bunk Bed in Mixed Dormitory Room', 'Stayed 2 nights']",0,0
suryavansham homestay near sai data kuti korkhana deokali link marg nh27  ayodhya 224001 Ayodhya India,2024-11-28,7.4,Suryavansham Guest House,India,one problem is that who are solo vlogger or frequent vlogger they dont get charging spot at their bed u have to charge youre things to nearest wall so it is bit difficult and also wifi wifi is not available for every room entire property u have only 1wifi so u need to check youre needs before conformation because software employees face bit difficult with wifi mobile network is very good i know that property will improve more features in the feature,everything is good and u can reach location easy while coming from lucknow by bus and u can avail all food services from this location like zomato swiggy and zepto also this property nearly 7km from the temple and owner was very good person familiar with guests and respect was good overllly hospitality is good,8,"['Leisure trip', 'Solo traveler', 'Bunk Bed in Mixed Dormitory Room', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
suryavansham homestay near sai data kuti korkhana deokali link marg nh27  ayodhya 224001 Ayodhya India,2024-11-01,7.4,Suryavansham Guest House,India,dorm rooms are okay for a day or two as in washroom toilet seat was broken so he said it will be repaired and bunk beds were okay as per price range but had a good sleep,location is 5km from ram mandir and railway station but the owner rajan singh was very cooperative and in making things comfortable as a female solo traveler i was unable to locate in night he came to pick me up from railway station and asked for the any request if you are comfortable,7,"['Leisure trip', 'Solo traveler', 'Bunk Bed in Mixed Dormitory Room', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
suryavansham homestay near sai data kuti korkhana deokali link marg nh27  ayodhya 224001 Ayodhya India,2025-03-03,7.4,Suryavansham Guest House,India,yee,yes,10,"['Business trip', 'Solo traveler', 'Bunk Bed in Mixed Dormitory Room', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
suryavansham homestay near sai data kuti korkhana deokali link marg nh27  ayodhya 224001 Ayodhya India,2025-02-11,7.4,Suryavansham Guest House,India,we booked for 4 adults they were no sufficient bed for 4 adult drainage smell in all over room we forced to pay booking amount via upi or else booking was gonna cancel bookingcom didnt ask for any booking amount,nothing i liked only location was near airport so i choose this place to stay,1,"['Leisure trip', 'Group', 'Apartment', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
suryavansham homestay near sai data kuti korkhana deokali link marg nh27  ayodhya 224001 Ayodhya India,2024-12-30,7.4,Suryavansham Guest House,India,one room was not clean with no heater available rest of the rooms were great,clean and polite staff,9,"['Leisure trip', 'Family with young children', 'Apartment', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
suryavansham homestay near sai data kuti korkhana deokali link marg nh27  ayodhya 224001 Ayodhya India,2024-12-09,7.4,Suryavansham Guest House,India,nothing,the owner is very friendly he helped me during my stay in ayodhya good wifi very clean hygeinic staff is also good this stay met my expectations as solo traveller,9,"['Leisure trip', 'Solo traveler', 'Bunk Bed in Mixed Dormitory Room', 'Stayed 1 night']",0,0
suryavansham homestay near sai data kuti korkhana deokali link marg nh27  ayodhya 224001 Ayodhya India,2024-11-30,7.4,Suryavansham Guest House,India,everything,pathetic,1,"['Leisure trip', 'Solo traveler', 'Bunk Bed in Mixed Dormitory Room', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
suryavansham homestay near sai data kuti korkhana deokali link marg nh27  ayodhya 224001 Ayodhya India,2024-10-06,7.4,Suryavansham Guest House,India,further looking for female and male dom separately,best for solo travelers,9,"['Leisure trip', 'Solo traveler', 'Bunk Bed in Mixed Dormitory Room', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
suryavansham homestay near sai data kuti korkhana deokali link marg nh27  ayodhya 224001 Ayodhya India,2024-10-06,7.4,Suryavansham Guest House,India,there is no female and male dom there is only mixed dom it was a little uncomfortable no ac in dom overall everything is good,comfort and friendly for solo travelers its a best choice,9,"['Leisure trip', 'Solo traveler', 'Bunk Bed in Mixed Dormitory Room', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
suryavansham homestay near sai data kuti korkhana deokali link marg nh27  ayodhya 224001 Ayodhya India,2024-10-02,7.4,Suryavansham Guest House,India,every thing was good,behaviour,10,"['Business trip', 'Solo traveler', 'Bunk Bed in Mixed Dormitory Room', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
